insert into movies (year, title) values(1994,'Muriel's Wedding');
insert into movies (year, title) values(1995,'Baby-Sitters Club, The');
insert into movies (year, title) values(1994,'Ace Ventura: Pet Detective');
insert into movies (year, title) values(1994,'Adventures of Priscilla, Queen of the Desert, The');
insert into movies (year, title) values(1993,'Backbeat');
insert into movies (year, title) values(1992,'Bitter Moon');
insert into movies (year, title) values(1994,'Bullets Over Broadway');
insert into movies (year, title) values(1994,'Clear and Present Danger');
insert into movies (year, title) values(1994,'Client, The');
insert into movies (year, title) values(1994,'Corrina, Corrina');
insert into movies (year, title) values(1994,'Crooklyn');
insert into movies (year, title) values(1994,'Crow, The');
insert into movies (year, title) values(1994,'Cobb');
insert into movies (year, title) values(1994,'Flintstones, The');
insert into movies (year, title) values(1994,'Forrest Gump');
insert into movies (year, title) values(1994,'Four Weddings and a Funeral');
insert into movies (year, title) values(1995,'Higher Learning');
insert into movies (year, title) values(1994,'I Like It Like That');
insert into movies (year, title) values(1994,'I Love Trouble');
insert into movies (year, title) values(1994,'It Could Happen to You');
insert into movies (year, title) values(1994,'Jungle Book, The');
363::Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)::Documentary
insert into movies (year, title) values(1994,'Lion King, The');
insert into movies (year, title) values(1993,'Little Buddha');
insert into movies (year, title) values(1994,'Wes Craven's New Nightmare');
insert into movies (year, title) values(1994,'Mask, The');
insert into movies (year, title) values(1994,'Maverick');
insert into movies (year, title) values(1994,'Mrs. Parker and the Vicious Circle');
insert into movies (year, title) values(1994,'Naked Gun 33 1/3: The Final Insult');
insert into movies (year, title) values(1994,'Paper, The');
insert into movies (year, title) values(1994,'Reality Bites');
insert into movies (year, title) values(1992,'Red Rock West');
insert into movies (year, title) values(1994,'Richie Rich');
insert into movies (year, title) values(1994,'Safe Passage');
insert into movies (year, title) values(1994,'River Wild, The');
insert into movies (year, title) values(1994,'Speed');
insert into movies (year, title) values(1994,'Speechless');
insert into movies (year, title) values(1994,'Timecop');
insert into movies (year, title) values(1994,'True Lies');
insert into movies (year, title) values(1994,'When a Man Loves a Woman');
insert into movies (year, title) values(1994,'Wolf');
insert into movies (year, title) values(1994,'Wyatt Earp');
insert into movies (year, title) values(1995,'Bad Company');
insert into movies (year, title) values(1994,'Man of No Importance, A');
insert into movies (year, title) values(1994,'S.F.W.');
insert into movies (year, title) values(1994,'Low Down Dirty Shame, A');
insert into movies (year, title) values(1995,'Boys Life');
insert into movies (year, title) values(1994,'Colonel Chabert, Le');
insert into movies (year, title) values(1965,'Faster Pussycat! Kill! Kill!');
insert into movies (year, title) values(1994,'Jason's Lyric');
insert into movies (year, title) values(1993,'Secret Adventures of Tom Thumb, The');
insert into movies (year, title) values(1994,'Street Fighter');
insert into movies (year, title) values(1995,'Coldblooded');
insert into movies (year, title) values(1995,'Desert Winds');
insert into movies (year, title) values(1995,'Fall Time');
insert into movies (year, title) values(1995,'Fear, The');
insert into movies (year, title) values(1995,'Frank and Ollie');
insert into movies (year, title) values(1995,'Girl in the Cadillac');
insert into movies (year, title) values(1995,'Homage');
insert into movies (year, title) values(1995,'Mirage');
insert into movies (year, title) values(1996,'Open Season');
insert into movies (year, title) values(1995,'Two Crimes');
insert into movies (year, title) values(1994,'Brother Minister: The Assassination of Malcolm X');
insert into movies (year, title) values(1994,'Highlander III: The Sorcerer');
insert into movies (year, title) values(1994,'Federal Hill');
insert into movies (year, title) values(1995,'In the Mouth of Madness');
insert into movies (year, title) values(1994,'8 Seconds');
insert into movies (year, title) values(1994,'Above the Rim');
insert into movies (year, title) values(1993,'Addams Family Values');
insert into movies (year, title) values(1994,'You So Crazy');
insert into movies (year, title) values(1993,'Age of Innocence, The');
insert into movies (year, title) values(1994,'Airheads');
insert into movies (year, title) values(1994,'Air Up There, The');
insert into movies (year, title) values(1993,'Another Stakeout');
insert into movies (year, title) values(1994,'Bad Girls');
insert into movies (year, title) values(1994,'Barcelona');
insert into movies (year, title) values(1993,'Being Human');
insert into movies (year, title) values(1993,'Beverly Hillbillies, The');
insert into movies (year, title) values(1994,'Beverly Hills Cop III');
insert into movies (year, title) values(1994,'Black Beauty');
insert into movies (year, title) values(1994,'Blink');
insert into movies (year, title) values(1994,'Blown Away');
insert into movies (year, title) values(1994,'Blue Chips');
insert into movies (year, title) values(1994,'Blue Sky');
insert into movies (year, title) values(1993,'Body Snatchers');
insert into movies (year, title) values(1993,'Boxing Helena');
insert into movies (year, title) values(1993,'Bronx Tale, A');
insert into movies (year, title) values(1994,'Cabin Boy');
insert into movies (year, title) values(1993,'Calendar Girl');
insert into movies (year, title) values(1993,'Carlito's Way');
insert into movies (year, title) values(1994,'City Slickers II: The Legend of Curly's Gold');
insert into movies (year, title) values(1994,'Clean Slate');
insert into movies (year, title) values(1993,'Cliffhanger');
insert into movies (year, title) values(1993,'Coneheads');
insert into movies (year, title) values(1994,'Color of Night');
insert into movies (year, title) values(1994,'Cops and Robbersons');
insert into movies (year, title) values(1994,'Cowboy Way, The');
insert into movies (year, title) values(1993,'Dangerous Game');
insert into movies (year, title) values(1993,'Dave');
insert into movies (year, title) values(1993,'Dazed and Confused');
insert into movies (year, title) values(1993,'Demolition Man');
insert into movies (year, title) values(1994,'Endless Summer 2, The');
insert into movies (year, title) values(1993,'Even Cowgirls Get the Blues');
insert into movies (year, title) values(1993,'Fatal Instinct');
insert into movies (year, title) values(1993,'Farewell My Concubine');
insert into movies (year, title) values(1994,'Favor, The');
insert into movies (year, title) values(1993,'Fearless');
insert into movies (year, title) values(1993,'Fear of a Black Hat');
insert into movies (year, title) values(1994,'With Honors');
insert into movies (year, title) values(1993,'Flesh and Bone');
insert into movies (year, title) values(1994,'Widows' Peak');
insert into movies (year, title) values(1993,'For Love or Money');
insert into movies (year, title) values(1993,'Firm, The');
insert into movies (year, title) values(1993,'Free Willy');
insert into movies (year, title) values(1994,'Fresh');
insert into movies (year, title) values(1993,'Fugitive, The');
insert into movies (year, title) values(1993,'Geronimo: An American Legend');
insert into movies (year, title) values(1994,'Getaway, The');
insert into movies (year, title) values(1994,'Getting Even with Dad');
insert into movies (year, title) values(1994,'Go Fish');
insert into movies (year, title) values(1994,'Good Man in Africa, A');
insert into movies (year, title) values(1993,'Guilty as Sin');
insert into movies (year, title) values(1993,'Hard Target');
insert into movies (year, title) values(1993,'Heaven & Earth');
insert into movies (year, title) values(1993,'Hot Shots! Part Deux');
insert into movies (year, title) values(1995,'Live Nude Girls');
insert into movies (year, title) values(1995,'Englishman Who Went Up a Hill, But Came Down a Mountain, The');
insert into movies (year, title) values(1993,'House of the Spirits, The');
insert into movies (year, title) values(1994,'House Party 3');
insert into movies (year, title) values(1994,'Hudsucker Proxy, The');
insert into movies (year, title) values(1994,'I'll Do Anything');
insert into movies (year, title) values(1994,'In the Army Now');
insert into movies (year, title) values(1993,'In the Line of Fire');
insert into movies (year, title) values(1993,'In the Name of the Father');
insert into movies (year, title) values(1994,'Inkwell, The');
477::What's Love Got to Do with It? (1993)::Drama
insert into movies (year, title) values(1994,'Jimmy Hollywood');
insert into movies (year, title) values(1993,'Judgment Night');
insert into movies (year, title) values(1993,'Jurassic Park');
insert into movies (year, title) values(1993,'Kalifornia');
insert into movies (year, title) values(1994,'Killing Zoe');
insert into movies (year, title) values(1993,'King of the Hill');
insert into movies (year, title) values(1994,'Lassie');
insert into movies (year, title) values(1993,'Last Action Hero');
insert into movies (year, title) values(1993,'Life with Mikey');
insert into movies (year, title) values(1994,'Lightning Jack');
insert into movies (year, title) values(1993,'M. Butterfly');
insert into movies (year, title) values(1993,'Made in America');
insert into movies (year, title) values(1993,'Malice');
insert into movies (year, title) values(1993,'Man Without a Face, The');
insert into movies (year, title) values(1993,'Manhattan Murder Mystery');
insert into movies (year, title) values(1993,'Menace II Society');
insert into movies (year, title) values(1996,'Executive Decision');
495::In the Realm of the Senses (Ai no corrida) (1976)::Drama
insert into movies (year, title) values(1994,'What Happened Was...');
insert into movies (year, title) values(1993,'Much Ado About Nothing');
insert into movies (year, title) values(1993,'Mr. Jones');
insert into movies (year, title) values(1993,'Mr. Wonderful');
insert into movies (year, title) values(1993,'Mrs. Doubtfire');
insert into movies (year, title) values(1993,'Naked');
insert into movies (year, title) values(1994,'Next Karate Kid, The');
insert into movies (year, title) values(1994,'New Age, The');
insert into movies (year, title) values(1994,'No Escape');
insert into movies (year, title) values(1994,'North');
insert into movies (year, title) values(1993,'Orlando');
insert into movies (year, title) values(1993,'Perfect World, A');
insert into movies (year, title) values(1993,'Philadelphia');
insert into movies (year, title) values(1993,'Piano, The');
insert into movies (year, title) values(1993,'Poetic Justice');
insert into movies (year, title) values(1993,'Program, The');
insert into movies (year, title) values(1994,'Robert A. Heinlein's The Puppet Masters');
insert into movies (year, title) values(1994,'Radioland Murders');
insert into movies (year, title) values(1994,'Ref, The');
insert into movies (year, title) values(1993,'Remains of the Day, The');
insert into movies (year, title) values(1994,'Renaissance Man');
insert into movies (year, title) values(1993,'Rising Sun');
insert into movies (year, title) values(1994,'Road to Wellville, The');
insert into movies (year, title) values(1993,'Robocop 3');
insert into movies (year, title) values(1993,'Robin Hood: Men in Tights');
insert into movies (year, title) values(1993,'Romeo Is Bleeding');
insert into movies (year, title) values(1992,'Romper Stomper');
insert into movies (year, title) values(1993,'Ruby in Paradise');
insert into movies (year, title) values(1993,'Rudy');
insert into movies (year, title) values(1993,'Saint of Fort Washington, The');
526::Savage Nights (Nuits fauves, Les) (1992)::Drama
insert into movies (year, title) values(1993,'Schindler's List');
insert into movies (year, title) values(1994,'Scout, The');
insert into movies (year, title) values(1993,'Searching for Bobby Fischer');
insert into movies (year, title) values(1994,'Second Best');
insert into movies (year, title) values(1993,'Secret Garden, The');
insert into movies (year, title) values(1994,'Serial Mom');
insert into movies (year, title) values(1994,'Shadow, The');
insert into movies (year, title) values(1993,'Shadowlands');
insert into movies (year, title) values(1993,'Short Cuts');
insert into movies (year, title) values(1994,'Simple Twist of Fate, A');
insert into movies (year, title) values(1994,'Sirens');
insert into movies (year, title) values(1993,'Six Degrees of Separation');
insert into movies (year, title) values(1993,'Sleepless in Seattle');
insert into movies (year, title) values(1993,'Sliver');
insert into movies (year, title) values(1982,'Blade Runner');
insert into movies (year, title) values(1993,'Son in Law');
insert into movies (year, title) values(1993,'So I Married an Axe Murderer');
insert into movies (year, title) values(1993,'Striking Distance');
insert into movies (year, title) values(1993,'Harlem');
